Concepto,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019 R,2020 R,2021 R,2022 P
Millones de pesos a precios de 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a  Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2.010041206008,2.010818677911,2.013657575853,1.999602410973,2.004920684222,2.020327891216,2.02386198141,2.034499513047,2.044566393685,2.046846707129,2.058098131686,2.068541440829,2.094213891428,2.096229656371,2.05205440358,1.873229242626,1.976973442689,1.913778509545,2.004918403979,1.963276554632,1.893859262189,1.884093961254,1.873717672867,1.852167320422,1.929904437298,1.867301861728,1.759583944781,1.77361843902,1.811240067024,1.851166042195,1.783603985985,1.762235555613,1.763362017317,1.748043433094,1.787000190636,1.809980703066,1.798038266908,1.756323241045,1.731547137953,1.681318103307,1.635235980705,1.649993496528,1.762196723331
Jalisco,7.324785831934,7.311907300254,7.312924696733,7.317091830841,7.31300247845,7.317560277232,7.332351996451,7.335408809776,7.337052496431,7.321970896541,7.296390165632,7.263382766806,7.231244393697,7.204615024939,7.113202963704,6.980076296784,6.890441988745,6.906803765641,7.02977273519,7.09328148392,7.068717152784,6.981777463668,6.924297279078,6.772164183889,6.726370248683,6.73484561232,6.754470203534,6.815090897094,6.887855852317,6.867498265714,6.931138924031,6.890327393046,6.911253684157,6.970046346418,7.040402350656,7.113607838659,7.203125448294,7.204573311756,7.25567037355,7.331366683832,7.313496791229,7.269061321052,7.363510210994
México,8.916912300461,8.868146132388,8.863780344973,8.881339022271,8.846000874508,8.800614237955,8.796954883653,8.756682414063,8.73810655622,8.721427551295,8.689142265642,8.677359821772,8.651200594071,8.646308476574,8.540444557566,8.413615142428,8.564598226932,8.68481498898,8.660575726712,8.710659973646,8.758822935859,8.860985873597,8.698679764963,8.56722685346,8.45450232268,8.545260193769,8.624439522676,8.669730465413,8.642688878944,8.649383329361,8.818669201262,8.90696931535,8.874132137393,8.854257947986,8.832794314026,8.778897625072,8.845913244334,9.136285935662,9.280839482136,9.079618735934,9.126465856394,9.120200191575,9.020586090557
Michoacán de Ocampo,2.47413777589,2.425525081653,2.454023636392,2.527464664683,2.526267064148,2.544382901219,2.617919838136,2.63135995315,2.647628694528,2.633603218719,2.606464682484,2.583000877645,2.546413392346,2.467585223937,2.515790010413,2.620982261292,2.565728044595,2.651248870339,2.535977495869,2.615517986003,2.53647389702,2.485399318426,2.454402919464,2.505820702945,2.481422876036,2.436989503949,2.445518920487,2.465860348697,2.503425219825,2.564982116517,2.499047721783,2.510997849446,2.469133824033,2.456090680327,2.51652865349,2.507879992546,2.541129411877,2.574514413031,2.621355832152,2.637689705009,2.724959406955,2.677884778018,2.670845071567
Morelos,1.238230162769,1.219555651957,1.221462258732,1.231567651209,1.227924270341,1.23179289212,1.248994207041,1.252623610926,1.259048179013,1.25672953841,1.250415258834,1.241515270033,1.233574247677,1.245356237581,1.21717577472,1.154684149767,1.147478482577,1.142236676391,1.172996154656,1.195282630722,1.159379043639,1.20879740964,1.178785505639,1.215762204087,1.209212241069,1.243188595016,1.169645149367,1.170478433888,1.130925492817,1.16301833702,1.156264088287,1.159417918139,1.151864803417,1.188346808105,1.166175408258,1.162100242727,1.178872872017,1.170026308144,1.130199455577,1.109104712353,1.094625800608,1.097551458313,1.0599939206640001
Nayarit,0.748008532402,0.741719726655,0.743793949994,0.756452227256,0.754243681034,0.754140678905,0.762091113711,0.762364579359,0.762076576215,0.761594261124,0.766468645362,0.772929418941,0.781397952167,0.785080440652,0.776912302671,0.718269245684,0.688306023497,0.651846357682,0.672804807814,0.673344830367,0.649319091169,0.674745765037,0.65770715316,0.626121193736,0.695227661704,0.716887598438,0.685003775416,0.660549359418,0.702137211601,0.704261589612,0.683762410169,0.678919252833,0.663436909228,0.66784574042,0.655221035145,0.644690469611,0.655621206723,0.65422267041,0.644247266304,0.655353104699,0.647501693323,0.667113446493,0.668302936751
Nuevo León,5.876658059601,5.974889334107,5.988251042299,5.925700820319,5.980659536896,6.017765175194,5.975177904248,6.01094929629,6.037620095157,6.082775017745,6.13203780856,6.162901151575,6.205867861111,6.263302391646,6.318962767216,6.251555278096,6.254024806432,6.390039262378,6.525969977881,6.705722834373,6.805471894925,6.841237915164,7.00298677566,7.205090876224,7.204354945127,7.231464150585,7.407623475167,7.567070517014,7.492664206908,7.366354453208,7.507487037424,7.494413215616,7.530192849822,7.41887090821,7.486488545088,7.557076856355,7.493336090444,7.631428429748,7.896151145189,8.061987743196,7.964088789073,8.069531650262,8.030518523694
Oaxaca,2.32731543787,2.27356361169,2.278575901633,2.313960747047,2.298067937295,2.298729469133,2.338965877009,2.33628575108,2.336715768174,2.317321078461,2.297312840554,2.280094437546,2.273799206092,2.255127425255,2.377323513927,2.248699561684,2.20382024215,2.103954929233,2.027707505803,2.024265232848,1.997156479898,2.022183876263,2.047128577651,2.024971854912,1.992927192616,1.988779394842,1.916806316105,1.868914621922,1.900592585718,2.01349961284,1.889803548975,1.855618900835,1.794592207057,1.831349534383,1.774262462359,1.755296936875,1.717696356926,1.510965445706,1.584832154277,1.511558959945,1.570764199716,1.621935272907,1.681353165663
Puebla,2.932638887769,2.916129072734,2.919966877972,2.914333495419,2.92140217661,2.943200333307,2.958713082932,2.98113902891,2.999219922616,2.999828736578,2.992720067962,2.95876637444,2.929407240551,2.920894592857,2.932070662515,2.861662012876,2.935436839795,2.98536419627,3.06393168943,3.212441211128,3.164681884768,3.236458917431,3.180278845022,3.221425127696,3.193699399343,3.281757165681,3.277881912141,3.331188885084,3.298068193708,3.259717140755,3.338370347577,3.401016194599,3.471427864567,3.386559658207,3.356336347081,3.348105674659,3.357945195636,3.523408308615,3.513949562459,3.509171142435,3.428220721154,3.368715957868,3.388772947404
Querétaro,1.66946926411,1.722297185551,1.711905575332,1.636800578056,1.658733455681,1.679403560024,1.628225287952,1.644468803636,1.65047254006,1.666478824075,1.700198659212,1.720585024906,1.771092229453,1.798906709527,1.83803325413,1.829098910644,1.899625265227,2.001150300665,2.092453330669,2.093810447666,2.06918695311,2.075813422116,2.045632924818,2.019146873173,2.076155690253,2.129464835465,2.153088206571,2.228821840345,2.209598482154,2.247633057355,2.339505743361,2.451053961819,2.445610221968,2.403251156524,2.434826223338,2.512569142306,2.478076158938,2.494464473788,2.528750818107,2.501298004223,2.484829993798,2.466304343813,2.444747902578
Quintana Roo,0.872035098892,0.867576620504,0.862884830701,0.869111684817,0.867165150421,0.862941983534,0.874008667087,0.879294398308,0.891245188561,0.905431221168,0.916600027351,0.935282966604,0.956727587587,0.977585231346,0.968413566056,0.984260030461,1.012390450383,1.035774089016,1.057565397271,1.026579167005,1.011821712241,1.070984323214,1.067962924779,1.098010996471,1.149085171699,1.163552992427,1.181182886252,1.25376973444,1.305137764192,1.268869454935,1.268704631325,1.28970811695,1.301732613145,1.331253638624,1.347345593756,1.393238018131,1.45974422329,1.506243007256,1.56076358359,1.564626508547,1.341422267362,1.431710639626,1.476160230762
San Luis Potosí,1.770752712024,1.774663235347,1.76820176105,1.752649706721,1.753167160062,1.754592453771,1.746048001454,1.750297577126,1.75377372125,1.75978354085,1.770962017761,1.776434966362,1.777346371697,1.781349552592,1.821502691985,1.741105639835,1.756050109405,1.746693181221,1.749533821274,1.744327164807,1.743022137528,1.736207959879,1.740360438574,1.793916318626,1.90358004068,1.938055749921,1.902131353802,1.889282605936,1.941764822277,1.944097617435,1.9584885805,2.00052228599,2.03163998086,2.072762925012,2.066042506168,2.099096410826,2.173529141407,2.278633509246,2.307166136841,2.263026389559,2.300538663975,2.225626288425,2.22095068966
Sinaloa,2.42914625969,2.407510193157,2.407469640875,2.450232540326,2.440572261285,2.447037681435,2.473688720891,2.476352814746,2.468317841003,2.454750484386,2.462588953096,2.457008579372,2.427294240916,2.426511533335,2.372136277753,2.399728073029,2.291347044852,2.191434370768,2.157782641816,2.155867394233,2.198350539929,2.163768262894,2.093697771476,2.074471646145,2.137411643859,2.081347907541,2.072963174606,2.131902865694,2.211697565927,2.281737863928,2.196863798735,2.175478930016,2.167144212325,2.143927741709,2.091447866208,2.121645620284,2.18055710733,2.187780750791,2.182740851935,2.177235595623,2.201980331287,2.175278206461,2.133331714387
Sonora,2.954321919905,2.996233547199,2.974964233486,2.899842911413,2.912382525891,2.936155461837,2.867532614312,2.878598151742,2.863102160231,2.86213215942,2.911380881295,2.926808586958,2.972403188849,2.967176777327,3.078300815576,3.133502378236,3.05944467535,3.157485134643,3.194542178649,3.212687152192,3.32118176064,3.236236190151,2.981811918284,2.853819069675,2.877347554477,2.954379825662,3.053303922812,3.033614899553,3.04895636853,2.997715050504,2.962847292371,3.119013049653,3.16346007195,3.266251695797,3.242500001264,3.323534325613,3.40316089665,3.309282743584,3.234927418621,3.258981932674,3.345565630656,3.296115175229,3.32221225116
Tabasco,2.568622821256,2.553380156858,2.557068593538,2.563849766707,2.568596799613,2.582260269616,2.619592767308,2.639535115472,2.667080086518,2.678381020139,2.675701436123,2.681889944539,2.683733162785,2.696833976954,2.584973102754,2.747796688731,2.760155262077,2.660703686934,2.606648136148,2.501640292126,2.391140730448,2.352307855192,2.235996463016,2.212809330953,2.216195466291,2.340357777101,2.410049509022,2.421440473726,2.496286639473,2.731944418797,2.726877749536,2.735898636188,2.76324684503,2.749213824676,2.671685124034,2.419434800239,2.289424162366,2.1188102502,1.950497080895,1.861088000676,2.114403602513,2.331678825873,2.623625621577
Tamaulipas,2.868587867702,2.871557016647,2.875678386336,2.850706862276,2.868970526257,2.904465472961,2.898229686299,2.92116667858,2.928929616592,2.923920813515,2.929786521877,2.896441074786,2.87747501944,2.830898607273,2.889761828045,2.870396523856,2.924222131627,2.927906546106,3.055014201368,3.163788397462,3.175777276396,3.035251713232,3.155293016855,3.253314996501,3.285769166494,3.372412639124,3.312434448776,3.313153543228,3.35742242705,3.289860293645,3.195972929222,3.112734518525,3.141348989587,3.130878562479,3.088290992335,3.117860306215,3.050507833864,2.99104269346,3.028099289619,3.121469855143,3.148472490402,3.10375240528,3.08389517031
Tlaxcala,0.593966130776,0.590231005964,0.592426994626,0.597606016429,0.597422229343,0.599399391735,0.606794533486,0.607158791279,0.608549808,0.606985265006,0.605823927855,0.608787371187,0.612354458026,0.608511203277,0.602194727958,0.612602430118,0.62225396599,0.63748518617,0.614411894306,0.634482374441,0.629986258517,0.655196995164,0.638535543595,0.623837726836,0.628317398858,0.591530587974,0.590943493079,0.583872113458,0.586249888932,0.596701080534,0.605890634845,0.605248026695,0.598794913094,0.589804128797,0.586065584347,0.599321215546,0.597967019238,0.607025963036,0.611138492951,0.607251925649,0.603665479997,0.603027906936,0.59336230474
Veracruz de Ignacio de la Llave,5.687997144502,5.578026421217,5.609312677148,5.74353488035,5.717650885718,5.723246608874,5.858094398901,5.86029463168,5.878075864702,5.848286017542,5.801901095489,5.784643497729,5.755422659376,5.721555598861,5.773364781579,6.00300627048,5.821446082811,5.603501498566,5.500948700521,5.25498989096,5.035506835583,4.976296509137,4.952214627726,4.982326953658,5.022928910468,4.969372999554,5.000499318912,5.058463961526,4.957237347049,5.202476034335,5.117572204204,5.036269105746,5.036079828724,4.946282951459,4.82722823451,4.735501717151,4.552450234897,4.355894569637,4.259914139767,4.374844118777,4.39807672694,4.370643170909,4.264461483285
Yucatán,1.225350291775,1.213234426688,1.219134315432,1.241480155238,1.239180373465,1.239739509347,1.260127136113,1.261301473522,1.264968863748,1.26315915685,1.258236414798,1.257485033337,1.254002163871,1.26494128411,1.289838872583,1.288922517408,1.275652340804,1.261397663561,1.271104888825,1.280533183441,1.305025928248,1.337138459195,1.328020470563,1.327013499218,1.332054160284,1.364663618787,1.363942870705,1.366197082844,1.374575006921,1.424615795265,1.407602834374,1.390678183278,1.391191821311,1.392310314942,1.404291299127,1.408500552931,1.44416551601,1.474534542233,1.508883958301,1.518469730861,1.51211825856,1.537929536819,1.52704934906
Zacatecas,0.719226889346,0.701622414237,0.710401848857,0.74163494703,0.739007008678,0.742269683333,0.770239189104,0.773020447154,0.777813970573,0.7758517467,0.772528952795,0.775999752689,0.782502907058,0.78758938718,0.776381490354,0.844133562971,0.780355553058,0.751976280037,0.769155915291,0.732500611125,0.699458379353,0.727836012311,0.78346090847,0.795991247692,0.790167469499,0.793887798267,0.806001704878,0.817214503142,0.842701565747,0.939994376744,0.980666265622,0.948209546766,0.934574806974,0.90304200971,0.948519251392,0.938446818626,0.930907310758,0.930309328305,0.944663634073,0.912033291895,0.95354292091,0.943205463088,0.912546100988
Contribución a la variación nacional en valores constantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a  Producto interno bruto, a precios de mercado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,9.585841145952,-0.049586348292,-4.624127968554,3.513413358745,1.919215794929,-3.929959890228,2.063363180854,1.218261247199,3.625448743254,5.250043307395,3.975904978718,3.568613520303,2.866999447209,4.394127916741,-5.910299649932,6.218297188452,7.198876116873,6.185078925191,2.755030399565,5.029284000272,-0.450845219556,-0.236588035694,1.185544929346,3.56544086222,2.113247235577,4.805013537019,2.077863883353,0.943331966922,-6.295250655299,4.971334683447,3.444045065322,3.553210641646,0.852101620043,2.503763460764,2.70232338096,1.772493375021,1.871728454483,1.972082115145,-0.251335841733,-8.624555607978,5.739208156793,3.949000209108
Aguascalientes,NA,0.079281179313,0.002754450028,-0.037617423146,0.033372842716,0.022101573385,-0.029140903958,0.02493465761,0.018506502984,0.039811790093,0.057328641184,0.046500567277,0.046880440662,0.035989950858,0.050208202845,-0.03629018832,0.057727977228,0.064114699748,0.060687548662,0.015856169961,0.0746243468,0.050581291573,0.042912648867,0.009374395251,0.032559006034,0.017510342198,0.077487075938,0.094630876211,-0.003056398035,-0.080777326886,0.093721424142,0.052704303717,0.05888477985,0.041313834652,0.119775244385,0.075548290476,0.056404490984,0.029417752881,0.057715914053,-0.00359196691,-0.09745435752,0.042647273368,0.015220790148
Baja California,NA,0.489917390057,-0.042479524459,-0.352318588196,0.175577708799,0.105881933314,-0.304177527228,0.108551155235,0.030396049063,0.164379523988,0.257207204601,0.159976389455,0.184709925301,0.012072392933,0.252521818757,-0.371750875849,0.466706094508,0.503200407357,0.204701595308,0.348535452741,0.414547280384,-0.337373946069,-0.194376899084,-0.074005467484,0.079733546651,0.105372752995,0.29522899437,0.030648218601,-0.108931407235,-0.478995751244,0.142390461437,0.063581614865,0.132536784798,0.034057271948,0.124770074323,0.153701155024,0.146979505379,0.149992119156,0.0641787934,0.077113344012,-0.265796933727,0.309958691607,0.11928915191
Baja California Sur,NA,0.04488664772,0.003922222297,-0.008294406562,0.019649471422,0.011854526478,-0.007421835571,0.012998233603,0.008982511563,0.024890301747,0.021794187578,0.029295940383,0.025645803547,-0.014737706058,0.016602037328,-0.018883970926,0.062757327475,0.02447524268,0.015908109014,0.014019418168,0.034673184928,0.025158475382,-0.01334722534,0.030496043283,0.04484490436,0.037680928767,0.047423472061,0.054740623637,0.022412685225,-0.037273040814,0.021947877352,0.031269717015,0.011121785498,-0.009536233926,0.0110391862,0.037986983454,0.030709142174,0.033040832068,0.058347620671,-0.020655805459,-0.112072568579,0.082129854903,0.028864585355
Campeche,NA,0.471745930506,-0.01084067533,-0.317644568979,0.20995064793,0.177450749385,-0.152964197812,0.195261088149,0.155182390096,0.231112074327,0.291764150092,0.176450578305,0.158186833162,-0.034656161783,0.189404368572,-0.24497388548,0.408369024975,0.302171310531,0.200174493861,-0.27550799444,0.370433264256,0.371274638665,0.118579680965,0.415174006129,0.062486129657,-0.065979851894,-0.138358523393,-0.311718429099,-0.341329286809,-0.365757549823,-0.123603415335,-0.092349513016,-0.098082815665,0.005979346235,-0.030189220692,0.064306256868,-0.162109712053,-0.290340124231,-0.13107159029,-0.081390570709,-0.175595208634,-0.049344672741,-0.079794040189
Coahuila de Zaragoza,NA,0.372014066334,-0.004099494596,-0.24874163713,0.144362435647,0.102215432796,-0.205610957562,0.078014800197,0.027678644692,0.107602138048,0.192591590929,0.112724316795,0.174763521389,0.076724878261,0.067075007496,-0.089778181495,0.548555044218,0.355565311096,0.219789625875,0.078894997538,0.089390457427,0.01386786545,0.200766537715,0.18124965195,0.070956094865,0.069778927901,0.24982931608,0.108102378867,-0.064284472177,-0.778698099789,0.664695488215,0.247270149808,0.220173801824,-0.02880885938,0.17693059901,-0.023179032282,0.017567613708,0.171277611092,0.103221511784,0.035154096353,-0.465280115145,0.245020555903,0.025524365088
Colima,NA,0.0502748602,0.005134813766,-0.013607764963,0.022526965126,0.017469818311,-0.009596329131,0.017360070944,0.011489096491,0.020116941646,0.027718944167,0.018982525383,0.014766891448,0.013744766295,0.026083017348,-0.031796360155,0.046211068306,0.028756561935,0.047728933647,0.018892413221,0.02434194436,-0.011597321399,0.004013089552,-0.016710010626,0.005243954012,0.002439216814,0.038102775686,0.036303499047,0.012107993168,-0.029477315395,0.037188974498,0.040185640806,0.009248604064,-0.008684556643,0.006267350222,0.026669746995,-0.001416340805,0.04148435702,0.014544191624,0.030659759528,-0.053933698944,-0.005045744194,0.004409016076
Chiapas,NA,0.113738881138,0.015444027974,-0.020270551026,0.054127146321,0.039668342769,-0.007829593558,0.04456200059,0.038214240338,0.060340140463,0.073788808693,0.061998931011,0.063770438577,0.066517948405,0.075096755818,-0.010252110285,-0.017121154453,0.063005398627,0.113050590791,-0.001418913815,0.032856621036,-0.007740086857,0.022343003803,0.012919399143,-0.059119833785,0.033500825268,0.057160022187,0.017959681493,0.061646482546,-0.023127701451,0.122922649183,0.026315608191,0.043110898999,-0.044646065026,0.064773714954,-0.048010385058,0.025878804806,-0.043761716293,-0.025873158862,-0.017474292091,-0.063520587468,0.070219902599,0.082650026261
Chihuahua,NA,0.313365893548,-0.014083147,-0.164182264091,0.112230801899,0.071982940051,-0.153492447986,0.061029798335,0.012892720342,0.09003649906,0.17232497581,0.107535494157,0.110271203308,0.107777784342,0.124547542065,-0.097202571461,0.240708007348,0.203395073437,0.271702250224,0.169099552698,0.269133867519,-0.147747895498,-0.052182424801,0.077731148161,0.101054275285,0.078912647734,0.2294681511,0.144833524662,0.159904031267,-0.34440580916,0.111303151537,0.071679105725,0.237682998463,0.097821716835,0.095035648065,0.227645233274,0.116341846892,0.089354038936,0.008597923882,0.035940031707,-0.217490512541,0.179987720684,0.302106349608
Ciudad de México,NA,1.821019660493,-0.049652895909,-0.697523953125,0.501072508237,-0.026828001952,-0.849836954692,0.05542487669,0.003308249664,0.600692382114,0.793085297999,0.805064265579,0.56262483894,0.886955308422,0.671647254455,-1.075938272375,0.651450787591,1.210495019804,0.651989426191,0.49354792839,0.96886550459,-0.184004788582,0.127400883606,-0.286811209313,0.66792299331,0.154999424731,0.756236862966,0.041527624468,0.202289135388,-0.854207689908,0.610304412041,0.525792893624,0.484464773783,0.14478650313,0.224263944337,0.410527694958,0.296692397078,0.322040177629,0.203536532864,-0.026048301529,-1.639977578481,0.852875518237,0.685242422841
Durango,NA,0.109266917537,-0.006575770553,-0.056346201498,0.037935111286,0.024529922961,-0.042453146576,0.026122508093,0.01598156221,0.04119360805,0.059678222832,0.039721802206,0.026671670647,0.024671559714,0.061408929204,-0.04753431913,0.06570648351,0.051680539015,0.101361513367,0.000904379497,0.011008399593,0.051355096462,0.00529155643,0.070885334709,0.064568236929,-0.038163701329,0.029646101883,0.034589892718,0.064672901855,-0.022991413828,0.025288576372,0.05764337334,0.062456728926,0.062941241499,0.038321714681,-0.034357921544,0.022270524963,-0.003160578735,0.018282413347,-0.001331498486,-0.105850529829,0.075616599524,-0.012155389846
Guanajuato,NA,0.353986691586,0.003519135859,-0.163801689235,0.134954485666,0.081361604332,-0.136592040347,0.08624400195,0.050651267564,0.135944211419,0.198386159639,0.138787444906,0.117813941047,0.105346124131,0.130785746602,-0.112878205189,0.225647384553,0.235061237743,0.29396403063,0.051000475597,0.211878500228,0.021925937165,0.170513018694,0.119768159173,0.107295893012,0.018913977503,0.199991950289,0.043084174958,0.099060466013,-0.177469785269,0.265722284478,0.20908012745,0.180830530156,0.180127082815,0.220103712109,0.21180537952,0.168760148217,0.217536361482,0.022067553749,-0.080141072763,-0.320379880523,0.32096314448,0.145892093625
Guerrero,NA,0.090249653948,0.008378986222,-0.02716359547,0.03636509427,0.025207736273,-0.022508889715,0.025194642759,0.017867251407,0.037763379245,0.057373717835,0.044506901932,0.03161145183,0.00211823547,0.094755659442,-0.108516051344,0.038001790742,0.048553095972,0.073063113018,0.012243462858,0.010600496766,0.014596228692,-0.011803090775,-0.015025840244,0.063436495479,0.039109734661,0.039281147728,0.036547359514,0.004102414106,-0.029160855143,0.044400156053,0.005223491553,0.01342761679,0.024003196617,0.094290602409,-0.027395359075,-0.00298071717,-0.020856445855,0.039128023156,-0.010584261438,-0.112715836975,0.051806006945,0.031377637654
Hidalgo,NA,0.193531356101,0.001840398683,-0.106519339226,0.075759424401,0.054181658992,-0.076002873909,0.052616645504,0.034975040685,0.076487691664,0.11930246778,0.092686551276,0.100406850672,0.062114657604,0.045994642623,-0.289538622324,0.226678284067,0.07457561091,0.215145680105,0.01244701656,0.025830268418,-0.018259648491,-0.014809280224,0.000407923305,0.146546718286,-0.023141870598,-0.023169670205,0.050887871212,0.054707634554,-0.076609567231,0.021106867361,0.03932375632,0.063782428554,-0.000423477811,0.083699015359,0.07189204416,0.019927673003,-0.008841424008,0.009371428332,-0.054454789653,-0.18711395908,0.109454077163,0.181792379092
Jalisco,NA,0.688029286863,-0.002608815832,-0.334184555727,0.252846653613,0.144997571426,-0.273366773252,0.154412937872,0.091028153905,0.25037270196,0.357482912663,0.255777798222,0.225916792011,0.179926904181,0.221151175967,-0.545670091854,0.33883385242,0.51357402362,0.557765961482,0.258930809938,0.330941529653,-0.11841669905,-0.073862243508,-0.0718460461,0.194030818185,0.15079930236,0.344177798848,0.202229005928,0.137740301313,-0.452683816178,0.408210771605,0.19649444958,0.266497692488,0.118184540096,0.246631025784,0.265438175857,0.217192531001,0.136297912162,0.194184839565,0.057269958116,-0.648626490251,0.372751090083,0.385233923572
México,NA,0.801320232769,-0.008761012409,-0.393125804413,0.275458428677,0.123516141952,-0.349376152791,0.140409691206,0.087877108071,0.299511880627,0.423898446335,0.333221137305,0.282568686368,0.24299749873,0.269414139509,-0.624099281447,0.683555255251,0.745425834085,0.511424181804,0.290065577211,0.488669042738,0.062213606521,-0.182886144221,-0.029884587956,0.188715749731,0.271340345906,0.493584815464,0.225436140862,0.054487660528,-0.537805910305,0.607691432522,0.395060151263,0.282479429502,0.055573086011,0.199688642639,0.18333751416,0.223808845478,0.461379154869,0.327579322036,-0.224041082378,-0.740270002368,0.517161608492,0.256608862561
Michoacán de Ocampo,NA,0.183894287045,0.027281694031,-0.043432172164,0.087560603975,0.066948035594,-0.02934626268,0.067734627443,0.048523775733,0.081454458986,0.109701988387,0.079233855656,0.054284167302,-0.008082513679,0.158751817651,-0.049715654535,0.104290378163,0.276380947469,0.041580835174,0.151598805755,0.048522386891,-0.062279882608,-0.036803222617,0.081125413763,0.064075838278,0.007066241237,0.126036931718,0.071578649809,0.061180481495,-0.099915156806,0.058301631415,0.098430025187,0.04586950038,0.00788524477,0.123445898068,0.059122366461,0.078290769808,0.081572919987,0.09853670866,0.009704413235,-0.147745937402,0.106614752673,0.09843197101
Morelos,NA,0.098230156671,0.001300928245,-0.046843871734,0.039498674482,0.027509385526,-0.031883656448,0.029475578268,0.021763064135,0.043243444654,0.059333063035,0.040461478632,0.03608047503,0.047486346351,0.025303797652,-0.130736918215,0.06414795503,0.076986397109,0.103310216221,0.055216875903,0.022404877661,0.043968560665,-0.032800769474,0.051390105612,0.036563784336,0.060248002564,-0.017341837887,0.025154233161,-0.028884559376,-0.041122075279,0.050727508919,0.043084705449,0.03337506805,0.046607927092,0.007026873913,0.027328541039,0.037668072846,0.013053151462,-0.017538391239,-0.023882320888,-0.108885522617,0.065916420526,0.004301624494
Nayarit,NA,0.064811268999,0.001705403081,-0.022321041747,0.024291152025,0.014370584897,-0.021999440291,0.016003815682,0.008996080458,0.027128894478,0.045114320057,0.037191712829,0.036353606194,0.026190740378,0.0259703824,-0.1010949217,0.01283769192,0.010465945947,0.062571958508,0.019090877323,0.008630361965,0.022384614843,-0.018594668312,-0.02416301136,0.093894399104,0.03680954409,0.001030701116,-0.010729099427,0.048211336951,-0.042210654324,0.013492938407,0.018539127688,0.008090967255,0.010099555565,0.00378047959,0.006891055762,0.022551579566,0.010846735565,0.00272968101,0.009458701153,-0.063695554979,0.057898782506,0.027580774627
Nuevo León,NA,0.67097467472,0.010392353173,-0.336562210945,0.265084007687,0.152599538042,-0.277409365952,0.159799106641,0.10022478474,0.265682813023,0.371197431391,0.275894436734,0.264430149079,0.237003375481,0.333323682572,-0.436893138836,0.391363377039,0.596025466264,0.53956710927,0.364497559089,0.442015569706,0.004922626141,0.145180631643,0.287523690102,0.256131083976,0.179927921712,0.532096635335,0.316680467147,-0.003725613468,-0.590040230687,0.514354891163,0.245037146719,0.303343247883,-0.048105622415,0.255061601564,0.274804966073,0.069078119861,0.280931956706,0.42044129996,0.145573933252,-0.784766220405,0.568570079875,0.278112066725
Oaxaca,NA,0.164188369989,0.00388242736,-0.071615660672,0.064847816151,0.044779110892,-0.051684012936,0.045525934059,0.028897319755,0.064618598203,0.100601681128,0.073435985254,0.074847874439,0.045982709979,0.226658724869,-0.261528834566,0.092160772623,0.051595795993,0.049167886176,0.052326849579,0.073333918353,0.015910477029,0.020101440098,0.001850228408,0.039011978184,0.03788002781,0.02012972423,-0.009058192244,0.049606861218,-0.013847820449,-0.029747604587,0.029723703046,0.002738947498,0.052362286377,-0.012663736793,0.028468274047,-0.00715452582,-0.178449741035,0.10512090004,-0.077072283767,-0.076266192104,0.144257314672,0.125814532783
Puebla,NA,0.263025685489,0.002389900291,-0.140395892812,0.109709615527,0.07828452237,-0.100763487801,0.083937671071,0.054619227742,0.109366067192,0.150010431021,0.083684046068,0.075180088962,0.075229384137,0.140015005178,-0.239541449568,0.256309013397,0.264840026602,0.268074086365,0.237013253633,0.11140151333,0.057185612351,-0.063704231658,0.079337724928,0.086143735047,0.15740940892,0.153627416066,0.122524543672,-0.002008959814,-0.243558417617,0.244614769773,0.179778377442,0.19375881427,-0.056011276649,0.053811411953,0.082245970043,0.069358877106,0.23141174886,0.0598392247,-0.013598224853,-0.376619223742,0.133832857747,0.153879640315
Querétaro,NA,0.217924593709,-0.01124048168,-0.150792750596,0.080211040442,0.052901482728,-0.115166872811,0.050174879498,0.026110803775,0.0764236196,0.122981001057,0.088795191362,0.113710641304,0.079389125492,0.119892076942,-0.117039569999,0.188650699042,0.245585366496,0.220722919979,0.059042231339,0.079441793813,-0.002732236574,-0.035020220053,-0.002548158274,0.131032920424,0.098310001979,0.127079550896,0.122045517818,0.001620490632,-0.103459559571,0.208177346448,0.195963621478,0.081453942809,-0.021880923406,0.092537356128,0.145640662363,0.009430752376,0.063077916193,0.08415538694,-0.033739472277,-0.230773555004,0.123020690087,0.07498665855
